ip,data_time,request_method,request_path,protocol,status_code,response_size,text
10.173.249.12,28/Jan/2010:03:24:51 -0800,GET,/,HTTP/1.0,200,14167,"User with IP 10.173.249.12, made request of type GET, on date and time 28/Jan/2010:03:24:51 -0800, accessed request path /, used HTTP/1.0 protocol, returned 200 status code, received 14167 bytes of data."
10.56.112.192,28/Jan/2010:03:30:40 -0800,GET,/assets/img/banner/ten-years-banner-grey.jpg,HTTP/1.1,200,17903,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:40 -0800, accessed request path /assets/img/banner/ten-years-banner-grey.jpg, used HTTP/1.1 protocol, returned 200 status code, received 17903 bytes of data."
10.56.112.192,28/Jan/2010:03:30:39 -0800,GET,/images/frontpagepics/0000/0013/Suspiria700.jpg,HTTP/1.1,200,167547,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:39 -0800, accessed request path /images/frontpagepics/0000/0013/Suspiria700.jpg, used HTTP/1.1 protocol, returned 200 status code, received 167547 bytes of data."
10.56.112.192,28/Jan/2010:03:30:41 -0800,GET,/images/newspics/0000/0035/191-in-the-electric-mist-stills-4-2362x1575_thumb.jpg,HTTP/1.1,200,8914,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:41 -0800, accessed request path /images/newspics/0000/0035/191-in-the-electric-mist-stills-4-2362x1575_thumb.jpg, used HTTP/1.1 protocol, returned 200 status code, received 8914 bytes of data."
10.56.112.192,28/Jan/2010:03:30:40 -0800,GET,/images/newspics/0000/0041/LongWeekend_2DSleeve_thumb.jpeg,HTTP/1.1,200,40124,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:40 -0800, accessed request path /images/newspics/0000/0041/LongWeekend_2DSleeve_thumb.jpeg, used HTTP/1.1 protocol, returned 200 status code, received 40124 bytes of data."
10.56.112.192,28/Jan/2010:03:30:42 -0800,GET,/assets/img/search-button.gif,HTTP/1.1,200,168,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:42 -0800, accessed request path /assets/img/search-button.gif, used HTTP/1.1 protocol, returned 200 status code, received 168 bytes of data."
10.56.112.192,28/Jan/2010:03:30:42 -0800,GET,/assets/img/home-logo.png,HTTP/1.1,200,3892,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:42 -0800, accessed request path /assets/img/home-logo.png, used HTTP/1.1 protocol, returned 200 status code, received 3892 bytes of data."
10.56.112.192,28/Jan/2010:03:30:42 -0800,GET,/assets/img/banner/ten-years-banner.png,HTTP/1.1,200,6208,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:42 -0800, accessed request path /assets/img/banner/ten-years-banner.png, used HTTP/1.1 protocol, returned 200 status code, received 6208 bytes of data."
10.56.112.192,28/Jan/2010:03:30:38 -0800,GET,/images/frontpagepics/0000/0015/Pontypoolweb.jpg,HTTP/1.1,200,290177,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:38 -0800, accessed request path /images/frontpagepics/0000/0015/Pontypoolweb.jpg, used HTTP/1.1 protocol, returned 200 status code, received 290177 bytes of data."
10.56.112.192,28/Jan/2010:03:30:38 -0800,GET,/images/frontpagepics/0000/0017/Fireball_Image_for_Website_Front.jpg,HTTP/1.1,200,325667,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:38 -0800, accessed request path /images/frontpagepics/0000/0017/Fireball_Image_for_Website_Front.jpg, used HTTP/1.1 protocol, returned 200 status code, received 325667 bytes of data."
10.56.112.192,28/Jan/2010:03:30:50 -0800,GET,/favicon.ico,HTTP/1.1,200,1406,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:50 -0800, accessed request path /favicon.ico, used HTTP/1.1 protocol, returned 200 status code, received 1406 bytes of data."
10.56.112.192,28/Jan/2010:03:30:52 -0800,GET,/assets/img/banner/ten-years-banner-black.jpg,HTTP/1.1,200,16846,"User with IP 10.56.112.192, made request of type GET, on date and time 28/Jan/2010:03:30:52 -0800, accessed request path /assets/img/banner/ten-years-banner-black.jpg, used HTTP/1.1 protocol, returned 200 status code, received 16846 bytes of data."
10.216.113.172,28/Jan/2010:03:39:35 -0800,GET,/,HTTP/1.1,200,4676,"User with IP 10.216.113.172, made request of type GET, on date and time 28/Jan/2010:03:39:35 -0800, accessed request path /, used HTTP/1.1 protocol, returned 200 status code, received 4676 bytes of data."
10.231.217.35,28/Jan/2010:03:51:40 -0800,GET,/images/filmpics/0000/1119/F1110017_thumb.jpg,HTTP/1.1,200,75812,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:51:40 -0800, accessed request path /images/filmpics/0000/1119/F1110017_thumb.jpg, used HTTP/1.1 protocol, returned 200 status code, received 75812 bytes of data."
10.231.217.35,28/Jan/2010:03:51:40 -0800,GET,/assets/img/banner/ten-years-banner-black.jpg,HTTP/1.1,200,16846,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:51:40 -0800, accessed request path /assets/img/banner/ten-years-banner-black.jpg, used HTTP/1.1 protocol, returned 200 status code, received 16846 bytes of data."
10.231.217.35,28/Jan/2010:03:51:41 -0800,GET,/favicon.ico,HTTP/1.1,200,1406,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:51:41 -0800, accessed request path /favicon.ico, used HTTP/1.1 protocol, returned 200 status code, received 1406 bytes of data."
10.65.3.157,28/Jan/2010:03:52:44 -0800,GET,/,HTTP/1.1,200,14167,"User with IP 10.65.3.157, made request of type GET, on date and time 28/Jan/2010:03:52:44 -0800, accessed request path /, used HTTP/1.1 protocol, returned 200 status code, received 14167 bytes of data."
10.231.217.35,28/Jan/2010:03:52:45 -0800,GET,/displaytitle.php?id=246,HTTP/1.1,200,4105,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:52:45 -0800, accessed request path /displaytitle.php?id=246, used HTTP/1.1 protocol, returned 200 status code, received 4105 bytes of data."
10.231.217.35,28/Jan/2010:03:52:46 -0800,GET,/images/filmmediablock/246/FistOfLegend_2DSleeve.jpg,HTTP/1.1,200,215511,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:52:46 -0800, accessed request path /images/filmmediablock/246/FistOfLegend_2DSleeve.jpg, used HTTP/1.1 protocol, returned 200 status code, received 215511 bytes of data."
10.231.217.35,28/Jan/2010:03:52:47 -0800,GET,/images/filmmediablock/246/0005.jpg,HTTP/1.1,200,100120,"User with IP 10.231.217.35, made request of type GET, on date and time 28/Jan/2010:03:52:47 -0800, accessed request path /images/filmmediablock/246/0005.jpg, used HTTP/1.1 protocol, returned 200 status code, received 100120 bytes of data."
10.149.183.192,28/Jan/2010:04:22:23 -0800,GET,/images/filmpics/0000/0881/190-the-human-contract-stills-6-2362x1575.jpg,HTTP/1.1,200,479901,"User with IP 10.149.183.192, made request of type GET, on date and time 28/Jan/2010:04:22:23 -0800, accessed request path /images/filmpics/0000/0881/190-the-human-contract-stills-6-2362x1575.jpg, used HTTP/1.1 protocol, returned 200 status code, received 479901 bytes of data."
10.149.183.192,28/Jan/2010:04:22:31 -0800,GET,/downloadSingle.php?id=881&fid=211,HTTP/1.1,200,479901,"User with IP 10.149.183.192, made request of type GET, on date and time 28/Jan/2010:04:22:31 -0800, accessed request path /downloadSingle.php?id=881&fid=211, used HTTP/1.1 protocol, returned 200 status code, received 479901 bytes of data."
10.216.113.172,28/Jan/2010:04:22:35 -0800,GET,/release-schedule/index.php?o=d&r=a&l=8&go=Go,HTTP/1.1,200,15495,"User with IP 10.216.113.172, made request of type GET, on date and time 28/Jan/2010:04:22:35 -0800, accessed request path /release-schedule/index.php?o=d&r=a&l=8&go=Go, used HTTP/1.1 protocol, returned 200 status code, received 15495 bytes of data."
